ANO_ELEICAO,SG_UF,DS_CARGO,NM_CANDIDATO,NM_URNA_CANDIDATO,DS_SITUACAO_CANDIDATURA,DS_DETALHE_SITUACAO_CAND,TP_AGREMIACAO,SG_PARTIDO,NM_COLIGACAO,DS_NACIONALIDADE,SG_UF_NASCIMENTO,DT_NASCIMENTO,DS_GENERO,DS_GRAU_INSTRUCAO,DS_ESTADO_CIVIL,DS_COR_RACA,VR_DESPESA_MAX_CAMPANHA,DS_SIT_TOT_TURNO,ST_REELEICAO,DS_SITUACAO_CANDIDATO_PLEITO
2018,PR,DEPUTADO FEDERAL,LUIZ FELIPE BERGMANN,LUIZ FELIPE BERGMANN,APTO,DEFERIDO,COLIGAÇÃO,PSOL,PSOL-PCB,BRASILEIRA NATA,RS,04/11/1961,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,2500000,NÃO ELEITO,N,DEFERIDO
2018,TO,DEPUTADO FEDERAL,ELAINE DOS SANTOS COSTA,ELAINE COSTA,APTO,DEFERIDO,COLIGAÇÃO,PRTB,FRENTE ALTERNATIVA 2,BRASILEIRA NATA,SP,15/05/1960,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,2500000,NÃO ELEITO,N,DEFERIDO
2018,GO,DEPUTADO FEDERAL,FRANCISCO WELLINGTON LEITE BRAGA,EMPRESARIO CHICO LEITE,APTO,DEFERIDO,COLIGAÇÃO,PATRIOTA,GOIÁS AVANÇA MAIS II,BRASILEIRA NATA,CE,14/04/1970,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),BRANCA,2500000,NÃO ELEITO,N,DEFERIDO
2018,PB,DEPUTADO FEDERAL,BRUNO AUGUSTO DERIU,DR. BRUNO DERIU,APTO,DEFERIDO,COLIGAÇÃO,AVANTE,A FORÇA DO TRABALHO II,BRASILEIRA NATA,PB,14/09/1972,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,2500000,NÃO ELEITO,N,DEFERIDO
2018,RS,DEPUTADO FEDERAL,LUCIANO MARQUES DA ROSA,LUCIANO DA ROSA,APTO,DEFERIDO,COLIGAÇÃO,PPS,O RIO GRANDE QUE QUEREMOS,BRASILEIRA NATA,RS,04/09/1971,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PRETA,2500000,NÃO ELEITO,N,DEFERIDO
2018,RS,DEPUTADO FEDERAL,GILBERTO LUIZ UTZIG,CAVALEIRO DA ESPERANÇA,APTO,DEFERIDO,COLIGAÇÃO,PMB,FRENTE TRABALHISTA SUSTENTAVEL,BRASILEIRA NATA,RS,12/04/1961,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,2500000,SUPLENTE,N,DEFERIDO
2018,RJ,DEPUTADO FEDERAL,ELAINE CRISTINA RODRIGUES DE OLIVEIRA SAMPAIO,ELAINE TORRES,APTO,DEFERIDO,PARTIDO ISOLADO,PRTB,PARTIDO ISOLADO,BRASILEIRA NATA,RJ,15/09/1976,FEMININO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),PARDA,2500000,NÃO ELEITO,N,DEFERIDO
2018,SP,DEPUTADO FEDERAL,MONICA ROSENBERG BRAIZAT,MONICA ROSENBERG,APTO,DEFERIDO,PARTIDO ISOLADO,NOVO,PARTIDO ISOLADO,BRASILEIRA NATA,SP,19/09/1968,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,2500000,SUPLENTE,N,DEFERIDO
2018,MS,DEPUTADO FEDERAL,ALVERINO BATISTA LEMOS,VERINO MINEIRO,APTO,DEFERIDO,PARTIDO ISOLADO,PSOL,PARTIDO ISOLADO,BRASILEIRA NATA,MG,17/12/1966,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),BRANCA,2500000,NÃO ELEITO,N,DEFERIDO
2018,BA,DEPUTADO FEDERAL,DANIEL GOMES DE ALMEIDA,DANIEL ALMEIDA,APTO,DEFERIDO,COLIGAÇÃO,PC do B,FRENTE DO TRABALHO POR TODA BAHIA,BRASILEIRA NATA,BA,21/01/1955,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,2500000,ELEITO,S,DEFERIDO
2018,PE,DEPUTADO FEDERAL,GERALDO DOMINGOS DA SILVA,IRMÃO GERALDO DOMINGOS,APTO,DEFERIDO,PARTIDO ISOLADO,PATRIOTA,PARTIDO ISOLADO,BRASILEIRA NATA,PE,05/12/1963,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),PARDA,2500000,SUPLENTE,N,DEFERIDO
2018,SP,DEPUTADO FEDERAL,FRANCISCO EVERARDO OLIVEIRA SILVA,TIRIRICA,APTO,DEFERIDO,PARTIDO ISOLADO,PR,PARTIDO ISOLADO,BRASILEIRA NATA,CE,01/05/1965,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,2500000,ELEITO,S,DEFERIDO
2018,RO,DEPUTADO FEDERAL,DARIO SIEGFRIED LOESCHKE,DARIO DA 429,APTO,DEFERIDO,PARTIDO ISOLADO,PSL,PARTIDO ISOLADO,BRASILEIRA NATA,MT,30/09/1961,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,2500000,SUPLENTE,N,DEFERIDO
2018,PB,DEPUTADO FEDERAL,JOSÉ CÍCERO DOS SANTOS,CICERO DA BUCHA,APTO,DEFERIDO,COLIGAÇÃO,PSL,FORÇA DA ESPERANÇA III,BRASILEIRA NATA,PE,04/07/1967,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,DIVORCIADO(A),PARDA,2500000,SUPLENTE,N,DEFERIDO
2018,RJ,DEPUTADO FEDERAL,CARLOS JOSE LIMA CONRADO,CARLOS CONRADO,APTO,DEFERIDO,COLIGAÇÃO,DC,Rio Sustentável,BRASILEIRA NATA,RJ,21/10/1967,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,2500000,SUPLENTE,N,DEFERIDO
2018,GO,DEPUTADO FEDERAL,MARCIELA RODRIGUES DE JESUS,MARCIELA RODRIGUES,APTO,DEFERIDO,COLIGAÇÃO,PMN,A MUDANÇA É AGORA II,BRASILEIRA NATA,GO,16/09/1993,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,2500000,NÃO ELEITO,N,DEFERIDO
2018,RS,DEPUTADO FEDERAL,JULIO CESAR PEREIRA DA SILVA,JULIO CESAR,APTO,DEFERIDO,PARTIDO ISOLADO,MDB,PARTIDO ISOLADO,BRASILEIRA NATA,RS,02/09/1974,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,2500000,SUPLENTE,N,DEFERIDO
2018,MG,DEPUTADO FEDERAL,JOAO GONÇALVES FILHO,JOAO BAZAR,APTO,DEFERIDO,PARTIDO ISOLADO,AVANTE,PARTIDO ISOLADO,BRASILEIRA NATA,MG,24/02/1963,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,2500000,SUPLENTE,N,DEFERIDO
2018,PR,DEPUTADO FEDERAL,LEOPOLDO COSTA MEYER,LEOPOLDO MEYER,APTO,DEFERIDO,COLIGAÇÃO,PSB,PARANA FORTE,BRASILEIRA NATA,PR,29/11/1949,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,2500000,SUPLENTE,S,DEFERIDO
2018,SP,DEPUTADO FEDERAL,MARCOS AURÉLIO DE LIMA,MARCOS AURÉLIO,APTO,DEFERIDO,COLIGAÇÃO,PODE,UNIDOS POR SÃO PAULO,BRASILEIRA NATA,PR,07/08/1978,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),BRANCA,2500000,SUPLENTE,N,DEFERIDO
2018,SP,DEPUTADO FEDERAL,FERNANDA LOPES DE ANDRADE FREITAS,FERNANDA ANDRADE,APTO,DEFERIDO,COLIGAÇÃO,PODE,UNIDOS POR SÃO PAULO,BRASILEIRA NATA,MG,08/07/1986,FEMININO,SUPERIOR COMPLETO,CASADO(A),PRETA,2500000,SUPLENTE,N,DEFERIDO
2018,AM,DEPUTADO FEDERAL,FABIANA LEANDRO DE SOUZA,FABIANA SOUZA,APTO,DEFERIDO,COLIGAÇÃO,PMN,RENOVA AMAZONAS,BRASILEIRA NATA,AM,24/08/1985,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,2500000,NÃO ELEITO,N,DEFERIDO
2018,DF,DEPUTADO FEDERAL,PAULA MORENO PARO BELMONTE,PAULA BELMONTE,APTO,DEFERIDO,COLIGAÇÃO,PPS,UNIDOS PELO DF 1,BRASILEIRA NATA,SP,23/06/1973,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,2500000,ELEITO,N,DEFERIDO
2018,AL,DEPUTADO FEDERAL,MARIA DE LOURDES FERREIRA MONTEIRO,MARIA DE LOURDES,INAPTO,INDEFERIDO,COLIGAÇÃO,PSL,MUDA ALAGOAS DE VERDADE,BRASILEIRA NATA,AL,31/03/1963,FEMININO,ENSINO MÉDIO INCOMPLETO,CASADO(A),PARDA,2500000,NÃO ELEITO,N,INDEFERIDO
2018,MT,DEPUTADO FEDERAL,JOSÉ CARLOS GALHARDO,TIRIRICA DO PANTANAL,INAPTO,INDEFERIDO,COLIGAÇÃO,DC,FÉ E TRABALHO III,BRASILEIRA NATA,SP,09/07/1964,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,2500000,NÃO ELEITO,N,INDEFERIDO COM RECURSO
2018,SP,DEPUTADO FEDERAL,CLAUDIO DONIZETE DOS REIS,CLÁUDIO DONIZETE,APTO,DEFERIDO,PARTIDO ISOLADO,PSTU,PARTIDO ISOLADO,BRASILEIRA NATA,SP,24/08/1973,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),PRETA,2500000,NÃO ELEITO,N,DEFERIDO
2018,RO,DEPUTADO FEDERAL,BRASIL LEMOS BENTO,BRASIL LEMOS,APTO,DEFERIDO,COLIGAÇÃO,PRP,POR UMA RONDÔNIA QUE QUEREMOS I,BRASILEIRA NATA,GO,02/06/1977,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,2500000,NÃO ELEITO,N,DEFERIDO
2018,SC,DEPUTADO FEDERAL,ELIANE RIBEIRO PEREIRA,ELIANE PEREIRA RIBEIRO,APTO,DEFERIDO,COLIGAÇÃO,PATRIOTA,SANTA CATARINA EM PRIMEIRO LUGAR,BRASILEIRA NATA,MG,09/07/1988,FEMININO,ENSINO FUNDAMENTAL COMPLETO,DIVORCIADO(A),BRANCA,2500000,NÃO ELEITO,N,DEFERIDO
2018,PA,DEPUTADO FEDERAL,EVERSON CARLOS QUARESMA DA SILVA,EVERSON CARLOS,APTO,DEFERIDO,COLIGAÇÃO,PDT,TODOS PELO PARÁ,BRASILEIRA NATA,PA,05/11/1989,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,2500000,SUPLENTE,N,DEFERIDO
2018,DF,DEPUTADO FEDERAL,ISRAEL MATOS BATISTA,PROFESSOR ISRAEL,APTO,DEFERIDO,COLIGAÇÃO,PV,Brasília de Mãos Limpas,BRASILEIRA NATA,DF,02/05/1982,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,2500000,ELEITO,N,DEFERIDO
2018,RR,DEPUTADO FEDERAL,NATALIA DIAS DOS REIS GONÇALVES,NATÁLIA REIS,APTO,DEFERIDO,COLIGAÇÃO,PSDB,TODOS POR RORAIMA 1,BRASILEIRA NATA,AM,25/12/1972,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,2500000,SUPLENTE,N,DEFERIDO
2018,AL,DEPUTADO FEDERAL,NIVALDO FERREIRA DE ALBUQUERQUE NETO,NIVALDO ALBUQUERQUE,APTO,DEFERIDO,COLIGAÇÃO,PTB,Avança Mais Alagoas 1,BRASILEIRA NATA,AL,07/01/1988,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),BRANCA,2500000,ELEITO,S,DEFERIDO
2018,MG,DEPUTADO FEDERAL,DIRCEU ALVES DA ROCHA,FEU CABELEIREIRO,APTO,DEFERIDO,PARTIDO ISOLADO,AVANTE,PARTIDO ISOLADO,BRASILEIRA NATA,MG,03/08/1971,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),BRANCA,2500000,SUPLENTE,N,DEFERIDO
2018,MG,DEPUTADO FEDERAL,LUIS CARLOS DONIZETTI BORGES,BISPO LUIS CARLOS,APTO,DEFERIDO,COLIGAÇÃO,PMN,UNIDOS POR MINAS,BRASILEIRA NATA,MG,05/09/1967,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,2500000,SUPLENTE,N,DEFERIDO
2018,RJ,DEPUTADO FEDERAL,NELSON FARIA MARINHO,NELSON F. MARINHO,APTO,DEFERIDO,PARTIDO ISOLADO,PSD,PARTIDO ISOLADO,BRASILEIRA NATA,RJ,17/10/1943,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,2500000,SUPLENTE,N,DEFERIDO
2018,MA,DEPUTADO FEDERAL,WOLMER DE AZEVEDO ARAÚJO,WOLMER ARAUJO,APTO,DEFERIDO,COLIGAÇÃO,PV,MARANHÃO QUER MAIS 1,BRASILEIRA NATA,MA,11/08/1977,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,2500000,SUPLENTE,N,DEFERIDO
2018,RJ,DEPUTADO FEDERAL,EDUARDO RIBEIRO DA SILVA,EDUARDO BADU,APTO,DEFERIDO,COLIGAÇÃO,PSDB,O RIO TEM JEITO,BRASILEIRA NATA,RJ,16/08/1981,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PRETA,2500000,SUPLENTE,N,DEFERIDO
2018,SP,DEPUTADO FEDERAL,ANA PAULA DAMACENO DE OLIVEIRA,ANA PAULA,APTO,DEFERIDO,PARTIDO ISOLADO,PATRIOTA,PARTIDO ISOLADO,BRASILEIRA NATA,SP,19/09/1970,FEMININO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),BRANCA,2500000,NÃO ELEITO,N,DEFERIDO
2018,RO,DEPUTADO FEDERAL,EDIO DE ALMEIDA ALCANTARA,EDIO ALCANTARA,APTO,DEFERIDO,PARTIDO ISOLADO,PSL,PARTIDO ISOLADO,BRASILEIRA NATA,MG,01/08/1977,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,2500000,SUPLENTE,N,DEFERIDO
2018,MT,DEPUTADO FEDERAL,ELIENE JOSE DE LIMA,ELIENE LIMA,APTO,DEFERIDO,COLIGAÇÃO,PR,A Força da União IV,BRASILEIRA NATA,MG,09/09/1955,MASCULINO,SUPERIOR COMPLETO,SEPARADO(A) JUDICIALMENTE,BRANCA,2500000,SUPLENTE,N,DEFERIDO
2018,MG,DEPUTADO FEDERAL,SÁVIO TARSO PEREIRA DA SILVA,SÁVIO TARSO,APTO,DEFERIDO,COLIGAÇÃO,PDT,#MINAS PARA TODOS,BRASILEIRA NATA,PI,21/11/1969,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,2500000,SUPLENTE,N,DEFERIDO
2018,SP,DEPUTADO FEDERAL,EVERALDINA COSTA GAMA DE OLIVEIRA,VERA COSTA,APTO,DEFERIDO,COLIGAÇÃO,PMB,UNIDOS POR SÃO PAULO,BRASILEIRA NATA,BA,18/03/1948,FEMININO,SUPERIOR INCOMPLETO,DIVORCIADO(A),BRANCA,2500000,SUPLENTE,N,DEFERIDO
2018,RJ,DEPUTADO FEDERAL,ANGELO DE OLIVEIRA ASSIS,PASSARINHO,APTO,DEFERIDO,COLIGAÇÃO,PSOL,MUDAR É POSSÍVEL,BRASILEIRA NATA,RJ,02/11/1974,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,2500000,SUPLENTE,N,DEFERIDO
2018,SP,DEPUTADO FEDERAL,MARIA DAS GRAÇAS DA SILVA LOPES,GRAÇA LOPES,APTO,DEFERIDO,PARTIDO ISOLADO,PRP,PARTIDO ISOLADO,BRASILEIRA NATA,SP,26/11/1960,FEMININO,SUPERIOR COMPLETO,CASADO(A),PRETA,2500000,NÃO ELEITO,N,DEFERIDO
2018,MG,DEPUTADO FEDERAL,JOSÉ DAMASCO BENTO,JOSÉ DAMASCO,APTO,DEFERIDO,PARTIDO ISOLADO,PSL,PARTIDO ISOLADO,BRASILEIRA NATA,MG,11/12/1963,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),PRETA,2500000,SUPLENTE,N,DEFERIDO
2018,RJ,DEPUTADO FEDERAL,ANA KELY PAULINO BARSCH,KELY BARSCH,APTO,DEFERIDO,COLIGAÇÃO,PMB,POR UM RIO MAIS HONESTO,BRASILEIRA NATA,RJ,01/11/1982,FEMININO,SUPERIOR INCOMPLETO,SOLTEIRO(A),BRANCA,2500000,NÃO ELEITO,N,DEFERIDO
2018,BA,DEPUTADO FEDERAL,SERGIO BARRADAS CARNEIRO,SERGIO BARRADAS CARNEIRO,APTO,DEFERIDO,COLIGAÇÃO,PV,UNIDOS PARA MUDAR A BAHIA,BRASILEIRA NATA,BA,14/10/1960,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,2500000,SUPLENTE,N,DEFERIDO
2018,RJ,DEPUTADO FEDERAL,NORMA MARIA DE SOUZA,TIA NORMINHA,APTO,DEFERIDO,PARTIDO ISOLADO,PRB,PARTIDO ISOLADO,BRASILEIRA NATA,RJ,19/06/1965,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PRETA,2500000,SUPLENTE,N,DEFERIDO
2018,GO,DEPUTADO FEDERAL,GERCIONIR QUIRINO DOS SANTOS,ZÉ SEM TERRA,APTO,DEFERIDO,COLIGAÇÃO,PC do B,MUDANÇA DE VERDADE,BRASILEIRA NATA,GO,26/07/1964,MASCULINO,ENSINO MÉDIO INCOMPLETO,CASADO(A),PRETA,2500000,SUPLENTE,N,DEFERIDO
2018,AC,DEPUTADO FEDERAL,ALAN RICK MIRANDA,ALAN RICK,APTO,DEFERIDO,COLIGAÇÃO,DEM,Mudança e Competência 1,BRASILEIRA NATA,AC,23/10/1976,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,2500000,ELEITO,S,DEFERIDO
2018,RN,DEPUTADO FEDERAL,FERNANDO WANDERLEY VARGAS DA SILVA,MINEIRO,APTO,DEFERIDO,COLIGAÇÃO,PT,DO LADO CERTO,BRASILEIRA NATA,MG,06/12/1956,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,2500000,SUPLENTE,N,DEFERIDO
2018,ES,DEPUTADO FEDERAL,WALMA RODRIGUES PEREIRA BARROS,WALMA RODRIGUES,APTO,DEFERIDO,COLIGAÇÃO,PTB,INOVAÇÃO COM COMPETENCIA,BRASILEIRA NATA,ES,13/02/1962,FEMININO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),BRANCA,2500000,NÃO ELEITO,N,DEFERIDO
2018,BA,DEPUTADO FEDERAL,CLARICE ALVES DOS SANTOS,DELEGADA NEGONA,APTO,DEFERIDO,PARTIDO ISOLADO,PSOL,PARTIDO ISOLADO,BRASILEIRA NATA,BA,09/11/1955,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,2500000,NÃO ELEITO,N,DEFERIDO
2018,RO,DEPUTADO FEDERAL,MARIA DE FATIMA FERREIRA DE OLIVEIRA ROSILHO,FATINHA,APTO,DEFERIDO,COLIGAÇÃO,PT,SEM MEDO DE SER FELIZ,BRASILEIRA NATA,RO,10/02/1971,FEMININO,SUPERIOR COMPLETO,VIÚVO(A),PRETA,2500000,NÃO ELEITO,N,DEFERIDO
2018,ES,DEPUTADO FEDERAL,HERMANN MORAES MIRINDIBA,HERMANN MORAES,APTO,DEFERIDO,COLIGAÇÃO,PMB,INOVAÇÃO COM COMPETENCIA,BRASILEIRA NATA,SP,18/06/1983,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,2500000,NÃO ELEITO,N,DEFERIDO
2018,RO,DEPUTADO FEDERAL,YURI LOPES DE OLIVEIRA,PROFESSOR YURI,INAPTO,RENÚNCIA,COLIGAÇÃO,PHS,FRENTE RONDÔNIA POPULAR,BRASILEIRA NATA,RO,06/03/1992,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,2500000,#NULO#,N,#NULO#
2018,RJ,DEPUTADO FEDERAL,GLEIDSON DE MELO CHAVES,BAMBAM NAVAL,APTO,DEFERIDO,PARTIDO ISOLADO,PSL,PARTIDO ISOLADO,BRASILEIRA NATA,PE,05/05/1970,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),PARDA,2500000,SUPLENTE,N,DEFERIDO
2018,PI,DEPUTADO FEDERAL,MARINA SANTOS BATISTA DIAS,DRA. MARINA,APTO,DEFERIDO,COLIGAÇÃO,PTC,MUDAR PARA CUIDAR DA NOSSA GENTE,BRASILEIRA NATA,PI,13/09/1980,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,2500000,ELEITO,N,DEFERIDO
2018,GO,DEPUTADO FEDERAL,MARIA DIVINA MENDES,DIVINA MENDES,APTO,DEFERIDO,COLIGAÇÃO,MDB,NOVAS IDEIAS NOVO GOIAS 1,BRASILEIRA NATA,MT,30/09/1958,FEMININO,ENSINO MÉDIO COMPLETO,VIÚVO(A),PARDA,2500000,SUPLENTE,N,DEFERIDO
2018,ES,DEPUTADO FEDERAL,MARIA DE LOURDES BARCELLOS,FORTALEZA,APTO,DEFERIDO,PARTIDO ISOLADO,PT,PARTIDO ISOLADO,BRASILEIRA NATA,ES,02/11/1956,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,2500000,SUPLENTE,N,DEFERIDO
2018,BA,DEPUTADO FEDERAL,EDSON JUNIOR DOURADO,EDSON DOURADO,APTO,DEFERIDO,PARTIDO ISOLADO,PSOL,PARTIDO ISOLADO,BRASILEIRA NATA,BA,08/05/1966,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,2500000,NÃO ELEITO,N,DEFERIDO
2018,RJ,DEPUTADO FEDERAL,ANGELO FILGUEIRAS DOS SANTOS,TIO ANGELO,APTO,DEFERIDO,PARTIDO ISOLADO,PRTB,PARTIDO ISOLADO,BRASILEIRA NATA,RJ,24/07/1965,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,2500000,NÃO ELEITO,N,DEFERIDO
2018,PR,DEPUTADO FEDERAL,ADRIANO RAMOS,ADRIANO RAMOS,APTO,DEFERIDO,COLIGAÇÃO,PHS,"PRB, PHS, AVANTE",BRASILEIRA NATA,PR,15/10/1968,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,2500000,SUPLENTE,N,DEFERIDO
2018,PE,DEPUTADO FEDERAL,ANDRÉ CECÍLIO BRANQUINHO NUNES,DR. ANDRÉ BRANQUINHO,APTO,DEFERIDO,COLIGAÇÃO,PSOL,A Esperança Não Tem Medo,BRASILEIRA NATA,PB,23/01/1984,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,2500000,NÃO ELEITO,N,DEFERIDO
2018,RS,DEPUTADO FEDERAL,CLAUDIA DOS SANTOS,CLAUDIA DOS SANTOS,APTO,DEFERIDO,PARTIDO ISOLADO,PSTU,PARTIDO ISOLADO,BRASILEIRA NATA,RS,26/09/1975,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,2500000,NÃO ELEITO,N,DEFERIDO
2018,MG,DEPUTADO FEDERAL,MARCELO FREITAS DE OLIVEIRA,LICO - MARCELO FREITAS,APTO,DEFERIDO,COLIGAÇÃO,PRTB,MINAS À FRENTE,BRASILEIRA NATA,MG,07/11/1971,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),AMARELA,2500000,NÃO ELEITO,N,DEFERIDO
2018,SP,DEPUTADO FEDERAL,ADELIA DE JESUS SOARES,DRA. ADÉLIA SOARES,APTO,DEFERIDO,PARTIDO ISOLADO,PATRIOTA,PARTIDO ISOLADO,BRASILEIRA NATA,SP,26/12/1979,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,2500000,NÃO ELEITO,N,DEFERIDO
2018,MG,DEPUTADO FEDERAL,ANTONIO CESAR PIRES DE MIRANDA JUNIOR,JUNIOR GELOSO,APTO,DEFERIDO,PARTIDO ISOLADO,AVANTE,PARTIDO ISOLADO,BRASILEIRA NATA,MG,18/12/1966,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),BRANCA,2500000,SUPLENTE,N,DEFERIDO
2018,PB,DEPUTADO FEDERAL,DIEGO ERICK AIRES DE MIRANDA,DIEGO DUSOL,APTO,DEFERIDO,PARTIDO ISOLADO,NOVO,PARTIDO ISOLADO,BRASILEIRA NATA,PB,12/05/1985,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,2500000,NÃO ELEITO,N,DEFERIDO
2018,PE,DEPUTADO FEDERAL,FERNANDO DE CASTRO RAMOS,FERNANDO RAMOS,INAPTO,INDEFERIDO,COLIGAÇÃO,PRP,PERNAMBUCO POR UMA PÁTRIA LIVRE,BRASILEIRA NATA,PE,15/10/1947,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),PARDA,2500000,#NULO#,N,#NULO#
2018,SP,DEPUTADO FEDERAL,VINICIUS PASSOS,VINICIUS VALVERDE,APTO,DEFERIDO,COLIGAÇÃO,PSB,"Coligação PSB, PTB, PPS, PSC",BRASILEIRA NATA,SP,29/12/1972,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,2500000,SUPLENTE,N,DEFERIDO
2018,SP,DEPUTADO FEDERAL,RUY RENATO REICHMANN,RENATO REICHMANN,APTO,DEFERIDO,COLIGAÇÃO,PSDB,PSDB-PSD-DEM-PP,BRASILEIRA NATA,SP,02/11/1952,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,2500000,SUPLENTE,N,DEFERIDO
2018,CE,DEPUTADO FEDERAL,ISABEL MACHADO DE ALMEIDA,ISABEL MACHADO,INAPTO,INDEFERIDO,PARTIDO ISOLADO,PTC,PARTIDO ISOLADO,BRASILEIRA NATA,CE,14/11/1974,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,2500000,NÃO ELEITO,N,INDEFERIDO COM RECURSO
2018,SC,DEPUTADO FEDERAL,JOCIMAR DOS SANTOS DE LIMA,JOCIMAR DOS SANTOS,APTO,DEFERIDO,COLIGAÇÃO,DC,SANTA CATARINA MAIS FORTE,BRASILEIRA NATA,PA,20/09/1977,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,2500000,SUPLENTE,N,DEFERIDO
2018,BA,DEPUTADO FEDERAL,MARIA LUCIA DA COSTA DE SOUZA,MARIA LUCIA MISSIONÁRIA,APTO,DEFERIDO,COLIGAÇÃO,AVANTE,FRENTE DO TRABALHO POR TODOS OS BAIANOS,BRASILEIRA NATA,CE,14/07/1972,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,2500000,SUPLENTE,N,DEFERIDO
2018,AM,DEPUTADO FEDERAL,CRISTIANE JEAN BALIEIRO,CRISTIANE BALIEIRO,APTO,DEFERIDO,COLIGAÇÃO,PSB,RENOVA AMAZONAS,BRASILEIRA NATA,AM,25/07/1981,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,2500000,NÃO ELEITO,N,DEFERIDO
