ANO_ELEICAO,SG_UF,DS_CARGO,NM_CANDIDATO,NM_URNA_CANDIDATO,DS_SITUACAO_CANDIDATURA,DS_DETALHE_SITUACAO_CAND,TP_AGREMIACAO,SG_PARTIDO,NM_COLIGACAO,DS_NACIONALIDADE,SG_UF_NASCIMENTO,DT_NASCIMENTO,DS_GENERO,DS_GRAU_INSTRUCAO,DS_ESTADO_CIVIL,DS_COR_RACA,VR_DESPESA_MAX_CAMPANHA,DS_SIT_TOT_TURNO,ST_REELEICAO,DS_SITUACAO_CANDIDATO_PLEITO
2014,RJ,DEPUTADO FEDERAL,ANTONIO CARLOS DA SILVA PASSOS,PASTOR DIDA,APTO,DEFERIDO,COLIGAÇÃO,SD,RIO SOLIDÁRIO,BRASILEIRA NATA,RJ,1965-02-02,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,5000000,SUPLENTE,N,DEFERIDO
2014,SP,DEPUTADO FEDERAL,ALEXANDRO DE ARAUJO,ALEX TAILÂNDIA,APTO,DEFERIDO,COLIGAÇÃO,PT,PT - PCdoB,BRASILEIRA NATA,SP,1975-11-28,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,10000000,SUPLENTE,N,DEFERIDO
2014,SP,DEPUTADO FEDERAL,NELSON FERREIRA FILHO,NELSINHO FERREIRA,APTO,DEFERIDO,COLIGAÇÃO,PHS,UNIDOS POR SÃO PAULO,BRASILEIRA NATA,SP,1964-12-24,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,5000000,NÃO ELEITO,N,DEFERIDO
2014,PR,DEPUTADO FEDERAL,JOÃO CARLOS DA COSTA,JOÃO CARLOS,APTO,DEFERIDO,PARTIDO ISOLADO,PSB,PARTIDO ISOLADO,BRASILEIRA NATA,PR,1956-06-22,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PRETA,2000000,SUPLENTE,N,DEFERIDO
2014,RR,DEPUTADO FEDERAL,GUARACY DA SILVA SOUZA,GUARACY,APTO,DEFERIDO,COLIGAÇÃO,PC do B,RORAIMA LIVRE E FELIZ,BRASILEIRA NATA,RR,1971-01-06,FEMININO,SUPERIOR INCOMPLETO,SOLTEIRO(A),PARDA,1000000,SUPLENTE,N,DEFERIDO
2014,MG,DEPUTADO FEDERAL,MANOEL FERREIRA DA SILVA,ZÉ MANOEL,APTO,DEFERIDO,COLIGAÇÃO,PRTB,MINAS QUER MUDANÇA,BRASILEIRA NATA,MG,1964-06-21,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,3000000,SUPLENTE,N,DEFERIDO
2014,PA,DEPUTADO FEDERAL,EDSON SILVA BARBOSA,EDSON CATENDÊ,APTO,DEFERIDO,COLIGAÇÃO,PSOL,FRENTE DE ESQUERDA - MUDANÇA PRA VALER,BRASILEIRA NATA,BA,1958-06-30,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PRETA,1000000,SUPLENTE,N,DEFERIDO
2014,SC,DEPUTADO FEDERAL,DIRLEI SIQUEIRA,DIRLEI SIQUEIRA,APTO,DEFERIDO,COLIGAÇÃO,PSD,"COLIGAÇÃO PSD, PMDB, PR, PTB, PSC, PSDC, PROS, PV, PRB, PCdoB, PDT e DEM",BRASILEIRA NATA,SC,1976-05-05,FEMININO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,4500000,SUPLENTE,N,DEFERIDO
2014,BA,DEPUTADO FEDERAL,ADSON MUNIZ SANTOS,ADSON MUNIZ,APTO,DEFERIDO,COLIGAÇÃO,PRB,UNIDOS POR UMA BAHIA MELHOR,BRASILEIRA NATA,BA,1982-11-30,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,2000000,SUPLENTE,N,DEFERIDO
2014,MT,DEPUTADO FEDERAL,PEDRO INACIO DE OLIVEIRA,PEDRO INACIO (PARAGUAI),INAPTO,INDEFERIDO,COLIGAÇÃO,PRP,UNIDADE ÉTICA POR MATO GROSSO,BRASILEIRA NATA,MG,1969-05-03,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,3000000,NÃO ELEITO,N,INDEFERIDO
2014,RS,DEPUTADO FEDERAL,JOAO EZEQUIEL MENDONCA DA SILVA,JOAO EZEQUIEL,APTO,DEFERIDO,COLIGAÇÃO,PSOL,Frente de Esquerda - PSOL / PSTU,BRASILEIRA NATA,RS,1971-12-01,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,200000,NÃO ELEITO,N,DEFERIDO
2014,PE,DEPUTADO FEDERAL,ANA PAULA MONTEIRO DE OLIVEIRA,PAULA DE JOCA,APTO,DEFERIDO,COLIGAÇÃO,PSB,FRENTE POPULAR DE PERNAMBUCO PARA DEPUTADO FEDERAL,BRASILEIRA NATA,PE,1979-05-31,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,5000000,SUPLENTE,N,DEFERIDO
2014,SP,DEPUTADO FEDERAL,ROGERIO GARCIA DE OLIVEIRA,ROGERIO GARCIA,APTO,DEFERIDO,PARTIDO ISOLADO,PDT,PARTIDO ISOLADO,BRASILEIRA NATA,RS,1961-11-28,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),BRANCA,7000000,SUPLENTE,N,DEFERIDO
2014,PR,DEPUTADO FEDERAL,PEDRO DOS SANTOS LIMA GUERRA,PEDRO GUERRA,APTO,DEFERIDO,COLIGAÇÃO,PSD,União Pelo Paraná,BRASILEIRA NATA,PR,1981-09-14,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,6000000,SUPLENTE,N,DEFERIDO
2014,PR,DEPUTADO FEDERAL,PAOLA VALERIA PALU FIORIN,PAOLA PALÚ,APTO,DEFERIDO,COLIGAÇÃO,PDT,Paraná Sempre em Frente,BRASILEIRA NATA,PR,1980-06-18,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,6000000,SUPLENTE,N,DEFERIDO
2014,BA,DEPUTADO FEDERAL,ANTONIO LAZARO SILVA,IRMÃO LAZARO,APTO,DEFERIDO,COLIGAÇÃO,PSC,UNIDOS POR UMA BAHIA MELHOR,BRASILEIRA NATA,BA,1966-11-04,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,4000000,ELEITO,N,DEFERIDO
2014,SP,DEPUTADO FEDERAL,GUSTAVO VASQUES BITENCOURT,GUSTAVO BITENCOURT,INAPTO,INDEFERIDO,COLIGAÇÃO,PRP,UNIDOS POR SÃO PAULO,BRASILEIRA NATA,SP,1982-09-17,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,5000000,NÃO ELEITO,N,INDEFERIDO
2014,ES,DEPUTADO FEDERAL,CHARLES JEAN LOPES JUSTINO,CHARLES JEAN,APTO,DEFERIDO,COLIGAÇÃO,PR,FRENTE POR UM  ESPIRITO SANTO MELHOR,BRASILEIRA NATA,ES,1973-10-14,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,3000000,NÃO ELEITO,N,DEFERIDO
2014,SP,DEPUTADO FEDERAL,LUIZ CARLOS DA SILVA,LUIZ CARLOS SILVA - LUIZINHO,INAPTO,INDEFERIDO,COLIGAÇÃO,PTN,PROJETO VITORIA,BRASILEIRA NATA,SP,1961-02-21,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,-1,#NULO#,N,#NULO#
2014,RJ,DEPUTADO FEDERAL,JOAO FERREIRA NETO,DR JOÃO,APTO,DEFERIDO,COLIGAÇÃO,PR,PR E PROS,BRASILEIRA NATA,RJ,1950-08-05,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,3000000,ELEITO,N,DEFERIDO
2014,AP,DEPUTADO FEDERAL,DALCILENE ANDRADE DE SOUSA,DALCI,APTO,DEFERIDO,COLIGAÇÃO,SD,JUNTOS PELO DESENVOLVIMENTO PELA PAZ E PELA VIDA,BRASILEIRA NATA,PA,1975-12-07,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,6000000,NÃO ELEITO,N,DEFERIDO
2014,PA,DEPUTADO FEDERAL,VANILDO SILVA MACIEL,PIPICO,APTO,DEFERIDO,COLIGAÇÃO,PMDB,TODOS PELO PARÁ  II,BRASILEIRA NATA,PA,1966-05-09,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),PARDA,3000000,SUPLENTE,N,DEFERIDO
2014,MT,DEPUTADO FEDERAL,EVANDRO CARLOS FRACASSO,EVANDRO CARLOS,APTO,DEFERIDO,COLIGAÇÃO,PTB,CORAGEM E ATITUDE PRA MUDAR I,BRASILEIRA NATA,PR,1973-05-09,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,4000000,SUPLENTE,N,DEFERIDO
2014,SP,DEPUTADO FEDERAL,MARCIA REGINA ALVES CARNEIRO,MARCIA PARÁ,APTO,DEFERIDO,COLIGAÇÃO,PMDB,PMDB-PROS-PP-PSD,BRASILEIRA NATA,SP,1986-08-10,FEMININO,SUPERIOR INCOMPLETO,DIVORCIADO(A),BRANCA,5000000,SUPLENTE,N,DEFERIDO
2014,MS,DEPUTADO FEDERAL,DERLY DOS REIS DE OLIVEIRA,CAZUZA,APTO,DEFERIDO,PARTIDO ISOLADO,PP,PARTIDO ISOLADO,BRASILEIRA NATA,MS,1969-12-17,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,2000000,NÃO ELEITO,N,DEFERIDO
2014,SP,DEPUTADO FEDERAL,ZAFIRA ADELAIDE SANTOS,ZAFIRA SANTOS (FIFI),APTO,DEFERIDO,COLIGAÇÃO,PSOL,Frente de Esquerda,BRASILEIRA NATA,SP,1963-08-09,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,700000,SUPLENTE,N,DEFERIDO
2014,SP,DEPUTADO FEDERAL,SILVIO FRANÇA TORRES,SILVIO TORRES,APTO,DEFERIDO,COLIGAÇÃO,PSDB,PSDB-DEM-PPS,BRASILEIRA NATA,SP,1946-06-01,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,6000000,ELEITO,S,DEFERIDO
2014,ES,DEPUTADO FEDERAL,BENEDITO CORRÊA DOS SANTOS,BENER,APTO,DEFERIDO,COLIGAÇÃO,PP,UNIDOS PELO ESPIRITO SANTO,BRASILEIRA NATA,ES,1965-07-17,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,4500000,SUPLENTE,N,DEFERIDO
2014,MG,DEPUTADO FEDERAL,ROSANE ALVES DA SILVA,ROSANE LOIRINHA,APTO,DEFERIDO,COLIGAÇÃO,PDT,MINAS SEGUE EM FRENTE,BRASILEIRA NATA,MG,1967-07-24,FEMININO,ENSINO MÉDIO INCOMPLETO,CASADO(A),BRANCA,5000000,SUPLENTE,N,DEFERIDO
2014,PR,DEPUTADO FEDERAL,SAMUEL AGUERA ALVAREZ,SAMUCA,INAPTO,INDEFERIDO,COLIGAÇÃO,PMN,Educação e Trabalho com Sustentabilidade,BRASILEIRA NATA,PR,1983-09-11,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),BRANCA,-1,#NULO#,N,#NULO#
2014,AM,DEPUTADO FEDERAL,FERNANDO JOSÉ RODRIGUES LOBATO,FERNANDO LOBATO,APTO,DEFERIDO,PARTIDO ISOLADO,PSOL,PARTIDO ISOLADO,BRASILEIRA NATA,PA,1965-06-30,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,300000,NÃO ELEITO,N,DEFERIDO
2014,MG,DEPUTADO FEDERAL,JOSE ATALIBA CARDOSO MEIRA,ATALIBA,APTO,DEFERIDO,COLIGAÇÃO,PRP,+MINAS,BRASILEIRA NATA,MG,1955-08-08,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,3000000,SUPLENTE,N,DEFERIDO
2014,BA,DEPUTADO FEDERAL,SEVERINO DE SANTANA,PASTOR SANTANA,APTO,DEFERIDO,COLIGAÇÃO,PRP,JUNTOS SOMOS FORTES,BRASILEIRA NATA,PE,1944-11-24,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,2000000,SUPLENTE,N,DEFERIDO
2014,SE,DEPUTADO FEDERAL,EDER MATOS MARTINS,EDER LOMBRA,INAPTO,INDEFERIDO,COLIGAÇÃO,PSOL,FRENTE DE ESQUERDA - LUTAR PARA TRANSFORMAR SERGIPE,BRASILEIRA NATA,SE,1983-01-23,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,-1,#NULO#,N,#NULO#
2014,BA,DEPUTADO FEDERAL,DANIEL GOMES DE ALMEIDA,DANIEL ALMEIDA,APTO,DEFERIDO,COLIGAÇÃO,PC do B,"MAIS MUDANÇAS, NOVAS CONQUISTAS",BRASILEIRA NATA,BA,1955-01-21,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),PARDA,5000000,ELEITO,S,DEFERIDO
2014,CE,DEPUTADO FEDERAL,SEBASTIÃO ALMIRCY BEZERRA PINTO,ALMIRCY PINTO,APTO,DEFERIDO,COLIGAÇÃO,PSD,PRB /PP /PDT /PT /PTB /PSL /PHS /PSD /PC DO B /SD /PROS,BRASILEIRA NATA,CE,1947-01-19,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,2800000,SUPLENTE,N,DEFERIDO
2014,MT,DEPUTADO FEDERAL,JUAREZ PEREIRA VIDAL,SARGENTO VIDAL,APTO,DEFERIDO,COLIGAÇÃO,PMN,MOBILIZAR E HUMANIZAR,BRASILEIRA NATA,MT,1969-01-22,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,2900000,NÃO ELEITO,N,DEFERIDO
2014,SP,DEPUTADO FEDERAL,ANDERSON BENEVIDES DOS SANTOS,ANDERSON BENEVIDES,APTO,DEFERIDO,PARTIDO ISOLADO,PSC,PARTIDO ISOLADO,BRASILEIRA NATA,SP,1990-05-27,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),PRETA,3500000,SUPLENTE,N,DEFERIDO
2014,RJ,DEPUTADO FEDERAL,ROGÉRIO VERÍSSIMO RODRIGUES,ROGÉRIO VERISSIMO,APTO,DEFERIDO,COLIGAÇÃO,PSDC,POR UM RIO MELHOR,BRASILEIRA NATA,RJ,1974-12-17,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,2000000,SUPLENTE,N,INDEFERIDO COM RECURSO
2014,RJ,DEPUTADO FEDERAL,EDMILSON DA SILVA PAULINO,EDMILSON PALMIER,INAPTO,INDEFERIDO,PARTIDO ISOLADO,PRB,PARTIDO ISOLADO,BRASILEIRA NATA,RJ,1964-04-06,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,1800000,NÃO ELEITO,N,INDEFERIDO COM RECURSO
2014,SP,DEPUTADO FEDERAL,ELIANA CRISTINA FÉLIX LIMA,ELIANA CRISTINA FELIX LIMA,INAPTO,INDEFERIDO,PARTIDO ISOLADO,PSDC,PARTIDO ISOLADO,BRASILEIRA NATA,SP,1970-02-12,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,-1,#NULO#,N,#NULO#
2014,SP,DEPUTADO FEDERAL,EDSON TATSUMI SAKAUE,EDSON TATSUMI SAKAUE,APTO,DEFERIDO,PARTIDO ISOLADO,PRB,PARTIDO ISOLADO,BRASILEIRA NATA,SP,1953-02-05,MASCULINO,SUPERIOR COMPLETO,CASADO(A),AMARELA,6000000,SUPLENTE,N,DEFERIDO
2014,PE,DEPUTADO FEDERAL,MARILIA GABRIELLA PEDROSA DE SOUSA,MACACO TIÃO MARILIA,APTO,DEFERIDO,COLIGAÇÃO,PHS,JUNTOS PELO IMPOSTO ÚNICO,BRASILEIRA NATA,PE,1987-04-10,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,6000000,SUPLENTE,N,DEFERIDO
2014,SP,DEPUTADO FEDERAL,OSVALDO PEREIRA DE OLIVEIRA,MISSIONÁRIO OSVALDO,APTO,DEFERIDO,COLIGAÇÃO,PTC,PROJETO VITORIA,BRASILEIRA NATA,SP,1967-04-02,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,6000000,SUPLENTE,N,DEFERIDO
2014,MS,DEPUTADO FEDERAL,FRANCISCO DAS CHAGAS VERAS NASCIMENTO,CHICO NASCIMENTO,APTO,DEFERIDO,COLIGAÇÃO,PRP,MATO GROSSO DO SUL COM A FORÇA DE TODOS II,BRASILEIRA NATA,PI,1971-12-23,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,4000000,NÃO ELEITO,N,DEFERIDO
2014,PE,DEPUTADO FEDERAL,RAPHAELA CRISTINA CARVALHO DA SILVA,RAPHAELA CARVALHO,APTO,DEFERIDO,PARTIDO ISOLADO,PSTU,PARTIDO ISOLADO,BRASILEIRA NATA,RJ,1985-09-11,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PRETA,30000,NÃO ELEITO,N,DEFERIDO
2014,GO,DEPUTADO FEDERAL,ANIZIO ANTONIO MAGALHAES,ANIZIO,INAPTO,INDEFERIDO,COLIGAÇÃO,PTC,UNIDOS POR GOIAS,BRASILEIRA NATA,GO,1958-10-28,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,-1,#NULO#,N,#NULO#
2014,SP,DEPUTADO FEDERAL,CARLOS ALBERTO BUENO TOMANIK,CARLÃO DO DOCE,APTO,DEFERIDO,COLIGAÇÃO,PRP,UNIDOS POR SÃO PAULO,BRASILEIRA NATA,SP,1962-10-28,MASCULINO,LÊ E ESCREVE,CASADO(A),PARDA,5000000,NÃO ELEITO,N,DEFERIDO
2014,PR,DEPUTADO FEDERAL,IVANILDO CLARO DA SILVA,PROFESSOR IVANILDO,INAPTO,INDEFERIDO,PARTIDO ISOLADO,PSOL,PARTIDO ISOLADO,BRASILEIRA NATA,PR,1965-12-28,MASCULINO,ENSINO MÉDIO COMPLETO,SEPARADO(A) JUDICIALMENTE,PARDA,-1,#NULO#,N,#NULO#
2014,BA,DEPUTADO FEDERAL,MILTON SANTOS GRAMACHO,MILTON GRAMACHO,APTO,DEFERIDO,COLIGAÇÃO,PRTB,POR UMA BAHIA LIVRE E JUSTA,BRASILEIRA NATA,BA,1961-11-14,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,1000000,NÃO ELEITO,N,DEFERIDO
2014,MS,DEPUTADO FEDERAL,GEAN CARLOS VOLPATO,GEAN VOLPATO,APTO,DEFERIDO,COLIGAÇÃO,PMDB,MS CADA VEZ MELHOR I,BRASILEIRA NATA,MS,1978-05-13,MASCULINO,SUPERIOR INCOMPLETO,DIVORCIADO(A),BRANCA,7000000,SUPLENTE,N,DEFERIDO
2014,PR,DEPUTADO FEDERAL,GELCINES RODECZ,PROFESSOR GELCINES,APTO,DEFERIDO,COLIGAÇÃO,PDT,Paraná Sempre em Frente,BRASILEIRA NATA,PR,1970-07-19,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,6000000,SUPLENTE,N,DEFERIDO
2014,SP,DEPUTADO FEDERAL,CARLOS ANTONIO FERREIRA DOS SANTOS,CARLÃO INPAMA - CG,INAPTO,INDEFERIDO,PARTIDO ISOLADO,PATRIOTA,PARTIDO ISOLADO,BRASILEIRA NATA,MG,1966-04-05,MASCULINO,ENSINO MÉDIO COMPLETO,SEPARADO(A) JUDICIALMENTE,PARDA,7000000,NÃO ELEITO,N,INDEFERIDO COM RECURSO
2014,RO,DEPUTADO FEDERAL,TED WILSON DE ALMEIDA FERREIRA,TED WILSON,APTO,DEFERIDO,COLIGAÇÃO,DEM,FRENTE MUDA RONDÔNIA II,BRASILEIRA NATA,RO,1970-01-01,MASCULINO,ENSINO MÉDIO INCOMPLETO,CASADO(A),PARDA,1000000,SUPLENTE,N,DEFERIDO
2014,MG,DEPUTADO FEDERAL,FRANKLIN ROBERTO DE LIMA SOUZA,PASTOR FRANKLIN LIMA,APTO,CASSADO COM RECURSO,COLIGAÇÃO,PT do B,+MINAS,BRASILEIRA NATA,SP,1973-04-04,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,3000000,NÃO ELEITO,N,DEFERIDO
2014,DF,DEPUTADO FEDERAL,CLODOALDO SILVA DE ANDRADE,CLODOALDO ANDRADE,APTO,DEFERIDO,COLIGAÇÃO,PTN,RESPEITO POR BRASÍLIA 1,BRASILEIRA NATA,SP,1971-01-09,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,5000000,SUPLENTE,N,DEFERIDO
2014,SP,DEPUTADO FEDERAL,RELZA MARIA DO NASCIMENTO OLIVEIRA,RELZA NASCIMENTO,APTO,DEFERIDO,COLIGAÇÃO,PMDB,PMDB-PROS-PP-PSD,BRASILEIRA NATA,SP,1981-02-02,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,5000000,SUPLENTE,N,DEFERIDO
2014,RJ,DEPUTADO FEDERAL,VERA LUCIA FIGUEIREDO DOS SANTOS,VERA FIGUEREDO,INAPTO,RENÚNCIA,COLIGAÇÃO,PSL,RIO SOLIDÁRIO,BRASILEIRA NATA,RJ,1943-08-31,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,-1,#NULO#,N,#NULO#
2014,AC,DEPUTADO FEDERAL,GRACE MONICA ALVIM COELHO,DR. GRACE,INAPTO,RENÚNCIA,COLIGAÇÃO,PT,Frente Popular do Acre II,BRASILEIRA NATA,MG,1957-03-14,FEMININO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,-1,#NULO#,N,#NULO#
2014,RJ,DEPUTADO FEDERAL,LEANDRO MOREIRA DOS SANTOS,LEANDRO MOREIRA,APTO,DEFERIDO,COLIGAÇÃO,PRP,RENOVA RIO,BRASILEIRA NATA,RJ,1978-10-02,MASCULINO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),PRETA,1200000,SUPLENTE,N,DEFERIDO
2014,RS,DEPUTADO FEDERAL,JOSE RICARDO DOS SANTOS DE SOUZA,RICARDO SANTOS,APTO,DEFERIDO,COLIGAÇÃO,PDT,A Força do Rio Grande,BRASILEIRA NATA,RS,1972-04-17,MASCULINO,LÊ E ESCREVE,SOLTEIRO(A),BRANCA,3000000,SUPLENTE,N,DEFERIDO
2014,SP,DEPUTADO FEDERAL,CYBELE GONÇALVES FRANZI,CYBELE FRANZY,APTO,DEFERIDO,PARTIDO ISOLADO,SD,PARTIDO ISOLADO,BRASILEIRA NATA,SP,1969-08-31,FEMININO,SUPERIOR INCOMPLETO,SOLTEIRO(A),BRANCA,6000000,SUPLENTE,N,DEFERIDO
2014,SP,DEPUTADO FEDERAL,ADRIANA LEA SANTOS ALMEIDA NEVES,ADRIANA NEVES,APTO,DEFERIDO,PARTIDO ISOLADO,PRB,PARTIDO ISOLADO,BRASILEIRA NATA,SE,1972-09-07,FEMININO,SUPERIOR INCOMPLETO,CASADO(A),PRETA,6000000,SUPLENTE,N,DEFERIDO
2014,GO,DEPUTADO FEDERAL,WALDIR SOARES DE OLIVEIRA,DELEGADO WALDIR,APTO,DEFERIDO,COLIGAÇÃO,PSDB,Garantia de um Futuro Melhor para Goiás I,BRASILEIRA NATA,PR,1962-11-28,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,8000000,ELEITO,N,DEFERIDO
